Date,NGDP,WSGDP,COFS,Tax,DR,DCPS,AGRO,GREV,GEXP,taxProfit,energyTotal,energyPopul,energyPrice,indexInstitute,indexNonDemocratic,indexBureau,pcUpward1,pcUpward2,pcDownward,indexPayment,indexDemocracy,UNEMPL,INFL,bvQ1,bvQ2,bvQ3,bvCrisis,M2,M0,CH,NPLa,NPLp,SID,CM,vTax
2016 Q2,20452.234645232,49.9,7142.278,10.8,7.21000000000001,54.5272482615687,6.7,13559.6418149423,16018.3497045285,1437.703259,1068873.4,150243.6,2220.85,-1.93618775370173,0.227820850540598,0.215353649464384,0.045749015803914,0.151328244057097,0.28368935128785,0.975659598647999,0.197659642900909,5.63333333333333,1.21487049440001,0,1,0,0,35856.9,7372.7,329259,2741.887513,7.2316803045584,7363.156,19.9188384941253,2208.84134168505
2016 Q3,22235.1152234013,46.7,7372.103,10.8,6.51666666666668,53.8148610476727,6.7,13509.8412527282,16217.398271856,1256.697711,1073410.9,152096.25,2237.005,-1.91244148696272,0.240196322640485,0.222116175453323,0.0618596889055771,0.164306254996764,0.287208226826742,1.04660729209762,0.238812983918991,5.23333333333333,0.720989091800006,0,0,1,0,36148.8,7412.2,332232,2805.494115,7.32503702917379,7383.563,20.3937696410393,2401.39244412734
2016 Q4,24043.6128499307,46.4,7411.714,10.6,6.37666666666667,53.1024738337766,6.7,13460.0406905141,16416.4468391836,1447.044971,1077948.4,153948.9,2253.16,-1.88869522022371,0.252571794740371,0.228878701442261,0.07797036200724,0.17728426593643,0.290727102365634,1.16528993260372,0.279966324937073,5.36666666666667,1.27537956799999,0,0,0,0,38418,7714.8,317548,2600.042815,6.54558248820073,8003.455,19.292295278255,2548.62296209265
2017 Q1,20586.1190603733,49.7,7714.352,11,6.23666666666667,52.8460047516608,6.5,13867.2592287015,16417.4109000727,1361.577606,1080737.475,154378.925,2334.62,-1.85150090681383,0.307135164049177,0.168977803628851,0.156941864193278,0.151799263534578,0.284559949240178,1.14061350032919,1.11130585761979,5.53333333333333,0.972457773199986,1,0,0,0,38555.2,7610.3,330337,2726.769994,6.82847585208967,8308.139,20.0085902809478,2264.47309664106
2017 Q2,21917.5737734407,49.6,7609.904,10.9,6.01666666666667,52.589535669545,6.3,14274.4777668889,16418.3749609618,1496.010543,1083526.55,154808.95,2416.08,-1.81430659340394,0.361698533357983,0.10907690581544,0.235913366379317,0.126314261132726,0.278392796114722,1.29150114048274,1.94264539030251,5.2,1.31549844810002,0,1,0,0,39623.1,7946.9,343469,2707.907373,6.59087641084404,8469.1,19.2057259527902,2389.01554130504
2017 Q3,23718.2161505786,46.4,7946.316,10.7,5.81666666666667,52.3330665874292,6.1,14681.6963050762,16419.339021851,1310.716762,1086315.625,155238.975,2497.54,-1.77711227999406,0.41626190266679,0.0491760080020291,0.314884868565355,0.100829258730874,0.272225642989266,1.49270566059067,2.77398492298522,5,-0.619672432999996,0,0,1,0,39571,8089.5,351163,2732.726483,6.41990877898193,8881.996,20.081160445781,2537.84912811191
2017 Q4,25621.2452341061,46.1,8089.067,10.9,5.37333333333334,52.0765975053134,5.9,15088.9148432636,16420.3030827401,1610.398256,1089104.7,155669,2579,-1.73991796658417,0.470825271975596,-0.0107248898113816,0.393856370751394,0.0753442563290219,0.26605848986381,1.65240128448659,3.60532445566794,5.06666666666667,0.842205847999988,0,0,0,0,42442.2,8446,356095,2694.292434,6.02349322530387,8689.639,19.0590190894911,2792.71573051757
2018 Q1,22474.4642928263,48.6,8445.609,11.6,5.46,51.8682818298404,5.9,16180.2783904386,16493.4779896549,1538.540123,1093862.025,156578.075,2579.75,-1.72159735124679,0.48537081339837,-0.0329785943188354,0.416734458574078,0.0736222230402538,0.262855151977322,1.58291850925327,3.68773967624976,5.06666666666667,0.812160887899993,1,0,0,0,42377,8442.6,377513,2836.52316,6.48220494106049,8675.751,19.9297000731529,2607.03785796785
2018 Q2,24969.759104845,46.1,8442.083,11.9,5.26,51.6599661543673,5.9,17271.6419376137,16566.6528965698,1615.02368,1098619.35,157487.15,2580.5,-1.70327673590942,0.499916354821144,-0.0552322988262891,0.439612546396763,0.0719001897514858,0.259651814090834,1.69878460817616,3.77015489683159,4.76666666666667,1.2551750756,0,1,0,0,44126.7,8945.5,378582,2781.173928,6.15950173284809,8898.644,19.1314623572576,2971.40133347656
2018 Q3,27196.8435499613,42.7,8944.979,11.7,5.05333333333333,51.4516504788943,5.9,18363.0054847887,16639.8278034847,1579.152193,1103376.675,158396.225,2581.25,-1.68495612057204,0.514461896243918,-0.0774860033337429,0.462490634219447,0.0701781564627177,0.256448476204346,1.69466636925635,3.85257011741341,4.6,0.440475043199995,0,0,1,0,44254.7,9138.7,381672,2849.142091,6.06203648989453,9043.279,20.2124949440398,3182.03069534547
2018 Q4,29220.5841415024,42.4,9138.168,11.7,5.68333333333333,51.2433348034213,5.9,19454.3690319637,16713.0027103995,2024.726262,1108134,159305.3,2582,-1.66663550523467,0.529007437666693,-0.0997397078411967,0.485368722042132,0.0684561231739496,0.253245138317859,1.79266158437784,3.93498533799523,4.76666666666667,1.69890469999998,0,0,0,0,47109.3,9339,381592,2723.161483,5.38706695539912,9176.396,19.3978004343091,3418.80834455578
2019 Q1,24552.0817526615,46.2,9338.551,11.8,6.06666666666669,51.6169752949885,5.875,19637.9759761068,17088.3814035256,1690.700551,1108613.075,159698.425,2596.5,-1.64556961305333,0.554909873710374,-0.068040531303994,0.51665673017846,0.105769645247813,0.256077807164633,1.74885929698457,4.03604846978136,4.83333333333333,1.7790982208,1,0,0,0,46141.2,8980.6,397792,3217.573522,6.27303088285403,9497.341,20.239072672579,2897.14564681406
2019 Q2,26567.5305021549,45,8979.985,11.3,5.69,51.9906157865558,5.85,19821.5829202498,17463.7600966517,1874.774653,1109092.15,160091.55,2611,-1.62450372087199,0.580812309754055,-0.0363413547667914,0.547944738314789,0.143083167321677,0.258910476011408,1.83411350725381,4.13711160156749,4.53333333333333,0.671238394399998,0,1,0,0,47349.4,9192.8,418086,3303.243375,6.36055025156663,10135.103,18.965361757488,3002.1309467435
2019 Q3,28245.5082416055,42.6,9192.298,11,5.18000000000001,52.3642562781231,5.825,20005.1898643929,17839.1387897779,1738.303312,1109571.225,160484.675,2625.5,-1.60343782869065,0.606714745797736,-0.00464217822958879,0.579232746451117,0.180396689395541,0.261743144858183,1.98387028777097,4.23817473335362,4.43333333333333,-0.200415232000006,0,0,1,0,48266.8,9411.9,423077,3388.808752,6.3693639831565,10597.713,19.0447636884981,3107.00590657661
2019 Q4,29876.4159108117,42.9,9411.341,11,4.68,52.7378967696903,5.8,20188.796808536,18214.517482904,2009.520868,1110050.3,160877.8,2640,-1.58237193650932,0.632617181841417,0.0270569983076139,0.610520754587446,0.217710211469404,0.264575813704958,2.19341552961992,4.33923786513974,4.6,0.771841310400023,0,0,0,0,51660.3,9658.4,443983,3258.412122,5.87618568580701,10171.932,18.217743605825,3286.40575018929
